routes_id,latitude,longitude,central_park,routes_status_code,uber_pool_distance,uber_pool_duration,uber_pool_high_estimate,uber_pool_low_estimate,uber_x_distance,uber_x_duration,uber_x_high_estimate,uber_x_low_estimate
11414,40.8585,-73.9049,"(40.7829, -73.9654)",200.0,9.93,1740.0,21.0,15.0,9.93,1740.0,34.0,27.0
11415,40.7061,-73.8022,"(40.7829, -73.9654)",200.0,15.3,2100.0,42.0,33.0,15.3,2100.0,62.0,50.0
11416,40.7806,-73.9471,"(40.7829, -73.9654)",200.0,1.44,420.0,10.0,8.0,1.44,420.0,11.0,8.0
11417,40.7521,-73.9689,"(40.7829, -73.9654)",200.0,3.01,720.0,13.0,12.0,3.01,720.0,15.0,11.0
11418,40.7703,-73.9536,"(40.7829, -73.9654)",200.0,1.67,540.0,9.0,8.0,1.67,540.0,13.0,9.0
11419,40.7352,-73.9832,"(40.7829, -73.9654)",200.0,4.48,1080.0,17.0,16.0,4.48,1080.0,29.0,22.0
11420,40.7228,-73.9846,"(40.7829, -73.9654)",200.0,6.18,1140.0,21.0,20.0,6.18,1140.0,34.0,27.0
11421,40.7121,-74.0086,"(40.7829, -73.9654)",200.0,6.89,1740.0,25.0,24.0,6.89,1740.0,42.0,34.0
11422,40.7548,-73.9949,"(40.7829, -73.9654)",200.0,4.16,840.0,15.0,14.0,4.16,840.0,19.0,15.0
11423,40.7784,-73.988,"(40.7829, -73.9654)",200.0,1.87,480.0,9.0,8.0,1.87,480.0,12.0,9.0
11424,40.7894,-73.9764,"(40.7829, -73.9654)",200.0,0.87,240.0,10.0,8.0,0.87,240.0,8.0,5.0
11425,40.7387,-74.0092,"(40.7829, -73.9654)",200.0,5.29,1440.0,21.0,20.0,5.29,1440.0,35.0,27.0
11426,40.7697,-73.9569,"(40.7829, -73.9654)",200.0,1.64,540.0,9.0,8.0,1.64,540.0,13.0,9.0
11427,40.7692,-73.9258,"(40.7829, -73.9654)",200.0,5.21,1080.0,14.0,10.0,5.21,1080.0,29.0,23.0
11428,40.7656,-73.9886,"(40.7829, -73.9654)",200.0,2.72,600.0,11.0,10.0,2.72,600.0,13.0,10.0
11429,40.6853,-73.9358,"(40.7829, -73.9654)",200.0,14.5,2640.0,21.0,15.0,14.5,2640.0,41.0,32.0
11430,40.7951,-73.9676,"(40.7829, -73.9654)",200.0,1.34,420.0,10.0,8.0,1.34,420.0,8.0,5.0
11431,40.7802,-73.9478,"(40.7829, -73.9654)",200.0,1.24,420.0,10.0,8.0,1.24,420.0,11.0,8.0
11432,40.7745,-73.9897,"(40.7829, -73.9654)",200.0,2.0,480.0,9.0,8.0,2.0,480.0,11.0,8.0
11433,40.7384,-73.9975,"(40.7829, -73.9654)",200.0,5.41,1500.0,21.0,20.0,5.41,1500.0,29.0,23.0
11434,40.7363,-73.9797,"(40.7829, -73.9654)",200.0,4.16,960.0,16.0,15.0,4.16,960.0,25.0,19.0
11435,40.7302,-73.9834,"(40.7829, -73.9654)",200.0,4.6,1140.0,18.0,17.0,4.6,1140.0,26.0,20.0
11436,40.7539,-73.9677,"(40.7829, -73.9654)",200.0,2.71,720.0,12.0,11.0,2.71,720.0,14.0,10.0
11437,40.708,-74.0149,"(40.7829, -73.9654)",200.0,8.91,1560.0,28.0,27.0,8.91,1560.0,41.0,32.0
11438,40.7476,-73.9742,"(40.7829, -73.9654)",200.0,3.49,780.0,14.0,13.0,3.49,780.0,17.0,13.0
11439,40.7434,-74.0055,"(40.7829, -73.9654)",200.0,4.79,1020.0,17.0,16.0,4.79,1020.0,29.0,23.0
11440,40.7053,-74.0161,"(40.7829, -73.9654)",200.0,8.63,1500.0,27.0,26.0,8.63,1500.0,39.0,31.0
11441,40.746,-73.9754,"(40.7829, -73.9654)",200.0,3.59,780.0,14.0,13.0,3.59,780.0,16.0,13.0
11442,40.6688,-73.9805,"(40.7829, -73.9654)",200.0,10.79,2400.0,35.0,27.0,10.79,2400.0,46.0,37.0
11443,40.7301,-73.9927,"(40.7829, -73.9654)",200.0,4.5,1740.0,21.0,20.0,4.5,1740.0,35.0,28.0
11444,40.71,-74.0143,"(40.7829, -73.9654)",200.0,8.92,1620.0,28.0,27.0,8.92,1620.0,43.0,34.0
11445,40.7631,-73.9572,"(40.7829, -73.9654)",200.0,2.04,540.0,10.0,9.0,2.04,540.0,12.0,9.0
11446,40.7383,-73.9944,"(40.7829, -73.9654)",200.0,4.54,1620.0,20.0,19.0,4.54,1620.0,28.0,22.0
11447,40.7248,-73.9922,"(40.7829, -73.9654)",200.0,5.39,1680.0,22.0,21.0,5.39,1680.0,37.0,30.0
11448,40.7653,-73.9879,"(40.7829, -73.9654)",200.0,2.76,720.0,12.0,11.0,2.76,720.0,15.0,11.0
11449,40.7902,-73.9677,"(40.7829, -73.9654)",200.0,0.86,240.0,10.0,8.0,0.86,240.0,8.0,5.0
11450,40.746,-73.9754,"(40.7829, -73.9654)",200.0,3.59,780.0,14.0,13.0,3.59,780.0,17.0,13.0
11451,40.7231,-74.0044,"(40.7829, -73.9654)",200.0,6.51,1620.0,24.0,23.0,6.51,1620.0,40.0,32.0
11452,40.7434,-73.9746,"(40.7829, -73.9654)",200.0,3.59,960.0,15.0,14.0,3.59,960.0,20.0,15.0
11453,40.6805,-73.9193,"(40.7829, -73.9654)",200.0,15.04,2820.0,20.0,15.0,15.04,2820.0,38.0,30.0
11454,40.7771,-73.9505,"(40.7829, -73.9654)",200.0,0.96,300.0,10.0,8.0,0.96,300.0,11.0,8.0
11455,40.7062,-73.927,"(40.7829, -73.9654)",200.0,8.26,1920.0,19.0,14.0,8.26,1920.0,39.0,31.0
11456,40.7389,-73.9929,"(40.7829, -73.9654)",200.0,4.15,1680.0,20.0,19.0,4.15,1680.0,28.0,22.0
11457,40.7451,-73.9792,"(40.7829, -73.9654)",200.0,3.32,900.0,14.0,13.0,3.32,900.0,17.0,13.0
11458,40.7803,-73.9761,"(40.7829, -73.9654)",200.0,0.86,240.0,10.0,8.0,0.86,240.0,9.0,6.0
11459,40.7073,-74.0046,"(40.7829, -73.9654)",200.0,7.48,1440.0,25.0,24.0,7.48,1440.0,34.0,27.0
11460,40.7635,-73.993,"(40.7829, -73.9654)",200.0,2.87,720.0,12.0,11.0,2.87,720.0,15.0,11.0
11461,40.7301,-73.9942,"(40.7829, -73.9654)",200.0,5.65,1740.0,23.0,22.0,5.65,1740.0,39.0,31.0
11462,40.6667,-73.982,"(40.7829, -73.9654)",200.0,10.68,2460.0,35.0,27.0,10.68,2460.0,47.0,37.0
11463,40.7099,-74.0127,"(40.7829, -73.9654)",200.0,8.12,1860.0,28.0,27.0,8.12,1860.0,46.0,37.0
11464,40.843,-73.938,"(40.7829, -73.9654)",200.0,6.99,960.0,10.0,6.0,6.99,960.0,20.0,15.0
11465,40.7612,-73.9624,"(40.7829, -73.9654)",200.0,2.11,600.0,10.0,9.0,2.11,600.0,12.0,9.0
11466,40.7199,-73.9938,"(40.7829, -73.9654)",200.0,6.64,1680.0,24.0,23.0,6.64,1680.0,41.0,33.0
11467,40.7045,-74.0095,"(40.7829, -73.9654)",200.0,8.23,1680.0,27.0,26.0,8.23,1680.0,41.0,33.0
11468,40.7653,-73.9938,"(40.7829, -73.9654)",200.0,2.87,660.0,12.0,11.0,2.87,660.0,15.0,11.0
11469,40.8132,-73.9433,"(40.7829, -73.9654)",200.0,3.02,720.0,7.0,4.0,3.02,720.0,16.0,12.0
11470,40.6405,-73.9569,"(40.7829, -73.9654)",200.0,13.56,2700.0,42.0,33.0,13.56,2700.0,56.0,45.0
11471,40.8058,-73.94,"(40.7829, -73.9654)",200.0,2.57,660.0,11.0,10.0,2.57,660.0,14.0,10.0
11472,40.7587,-73.9838,"(40.7829, -73.9654)",200.0,2.47,900.0,13.0,12.0,2.47,900.0,16.0,12.0
11473,40.761,-74.0002,"(40.7829, -73.9654)",200.0,3.29,720.0,13.0,12.0,3.29,720.0,19.0,15.0
11474,40.7818,-73.9546,"(40.7829, -73.9654)",200.0,0.77,240.0,10.0,8.0,0.77,240.0,9.0,6.0
11475,40.7482,-73.9808,"(40.7829, -73.9654)",200.0,3.2,900.0,14.0,13.0,3.2,900.0,17.0,13.0
11476,40.7269,-73.9786,"(40.7829, -73.9654)",200.0,5.05,1440.0,20.0,19.0,5.05,1440.0,34.0,27.0
11477,40.7516,-73.969,"(40.7829, -73.9654)",200.0,3.0,780.0,13.0,12.0,3.0,780.0,15.0,12.0
11478,40.7278,-74.0,"(40.7829, -73.9654)",200.0,6.16,1560.0,23.0,22.0,6.16,1560.0,39.0,31.0
11479,40.8198,-73.9578,"(40.7829, -73.9654)",200.0,4.27,780.0,8.0,5.0,4.27,780.0,18.0,14.0
11480,40.6838,-73.9666,"(40.7829, -73.9654)",200.0,10.68,2460.0,37.0,28.0,10.68,2460.0,46.0,37.0
11481,40.7648,-73.994,"(40.7829, -73.9654)",200.0,3.06,600.0,12.0,11.0,3.06,600.0,15.0,12.0
11482,40.735,-73.9812,"(40.7829, -73.9654)",200.0,4.59,1080.0,17.0,16.0,4.59,1080.0,29.0,23.0
11483,40.7344,-73.9823,"(40.7829, -73.9654)",200.0,4.41,960.0,16.0,15.0,4.41,960.0,28.0,22.0
11484,40.7641,-73.9592,"(40.7829, -73.9654)",200.0,1.91,540.0,10.0,9.0,1.91,540.0,12.0,9.0
11485,40.7315,-73.9757,"(40.7829, -73.9654)",200.0,4.58,1140.0,18.0,17.0,4.58,1140.0,30.0,23.0
11486,40.773,-73.9478,"(40.7829, -73.9654)",200.0,1.78,480.0,9.0,8.0,1.78,480.0,14.0,11.0
11487,40.753,-73.9958,"(40.7829, -73.9654)",200.0,4.08,840.0,15.0,14.0,4.08,840.0,19.0,15.0
11488,40.7827,-73.9461,"(40.7829, -73.9654)",200.0,1.43,420.0,10.0,8.0,1.43,420.0,9.0,6.0
11489,40.6862,-73.956,"(40.7829, -73.9654)",200.0,9.24,2400.0,14.0,10.0,9.24,2400.0,31.0,24.0
11490,40.7317,-73.9743,"(40.7829, -73.9654)",200.0,4.45,1020.0,17.0,16.0,4.45,1020.0,28.0,22.0
11491,40.7637,-73.9586,"(40.7829, -73.9654)",200.0,1.95,540.0,10.0,9.0,1.95,540.0,11.0,8.0
11492,40.7073,-74.0046,"(40.7829, -73.9654)",200.0,7.48,1440.0,25.0,24.0,7.48,1440.0,34.0,27.0
11493,40.7441,-73.975,"(40.7829, -73.9654)",200.0,3.61,840.0,14.0,13.0,3.61,840.0,17.0,13.0
11494,40.799,-73.9639,"(40.7829, -73.9654)",200.0,1.78,540.0,9.0,8.0,1.78,540.0,11.0,8.0
11495,40.8198,-73.9578,"(40.7829, -73.9654)",200.0,4.27,780.0,8.0,5.0,4.27,780.0,18.0,14.0
11496,40.7537,-73.9692,"(40.7829, -73.9654)",200.0,2.8,780.0,12.0,11.0,2.8,780.0,15.0,11.0
11497,40.7307,-73.9839,"(40.7829, -73.9654)",200.0,4.91,1380.0,20.0,19.0,4.91,1380.0,29.0,23.0
11498,40.7645,-73.984,"(40.7829, -73.9654)",200.0,2.19,780.0,12.0,11.0,2.19,780.0,15.0,11.0
11499,40.7572,-73.9648,"(40.7829, -73.9654)",200.0,2.44,720.0,12.0,11.0,2.44,720.0,13.0,10.0
11500,40.7472,-73.956,"(40.7829, -73.9654)",200.0,5.05,1020.0,9.0,6.0,5.05,1020.0,25.0,19.0
11501,40.7678,-73.987,"(40.7829, -73.9654)",200.0,2.02,720.0,11.0,10.0,2.02,720.0,13.0,9.0
11502,40.7061,-74.0111,"(40.7829, -73.9654)",200.0,7.87,1680.0,27.0,26.0,7.87,1680.0,40.0,32.0
11503,40.7539,-73.9677,"(40.7829, -73.9654)",200.0,2.71,720.0,12.0,11.0,2.71,720.0,14.0,10.0
11504,40.6497,-73.9744,"(40.7829, -73.9654)",200.0,12.15,2400.0,46.0,36.0,12.15,2400.0,57.0,46.0
11505,40.7186,-73.9826,"(40.7829, -73.9654)",200.0,5.93,1440.0,22.0,21.0,5.93,1440.0,36.0,29.0
11506,40.7199,-73.9897,"(40.7829, -73.9654)",200.0,6.4,1620.0,24.0,23.0,6.4,1620.0,40.0,32.0
11507,40.6969,-73.983,"(40.7829, -73.9654)",200.0,9.06,1740.0,19.0,14.0,9.06,1740.0,39.0,31.0
11508,40.7689,-73.9681,"(40.7829, -73.9654)",200.0,1.68,480.0,9.0,8.0,1.68,480.0,10.0,7.0
11509,40.7075,-74.0059,"(40.7829, -73.9654)",200.0,7.58,1620.0,26.0,25.0,7.58,1620.0,36.0,28.0
11510,40.6893,-73.9918,"(40.7829, -73.9654)",200.0,9.47,1980.0,33.0,26.0,9.47,1980.0,41.0,33.0
11511,40.7491,-73.9789,"(40.7829, -73.9654)",200.0,3.21,900.0,14.0,13.0,3.21,900.0,17.0,13.0
11512,40.708,-74.0149,"(40.7829, -73.9654)",200.0,8.92,1680.0,28.0,27.0,8.92,1680.0,42.0,33.0
11513,40.7721,-73.9886,"(40.7829, -73.9654)",200.0,1.96,600.0,10.0,9.0,1.96,600.0,12.0,9.0
11514,40.7332,-73.996,"(40.7829, -73.9654)",200.0,5.54,1620.0,22.0,21.0,5.54,1620.0,37.0,29.0
11515,40.774,-73.9493,"(40.7829, -73.9654)",200.0,1.28,420.0,10.0,8.0,1.28,420.0,11.0,8.0
11516,40.7287,-73.981,"(40.7829, -73.9654)",200.0,5.05,1440.0,20.0,19.0,5.05,1440.0,34.0,27.0
11517,40.7032,-73.9914,"(40.7829, -73.9654)",200.0,9.22,1920.0,26.0,19.0,9.22,1920.0,37.0,30.0
11518,40.7647,-73.9936,"(40.7829, -73.9654)",200.0,3.08,600.0,12.0,11.0,3.08,600.0,15.0,11.0
11519,40.8622,-73.9239,"(40.7829, -73.9654)",200.0,7.61,1080.0,11.0,7.0,7.61,1080.0,21.0,16.0
11520,40.6981,-73.8987,"(40.7829, -73.9654)",200.0,8.99,2580.0,24.0,18.0,8.99,2580.0,44.0,35.0
11521,40.7719,-73.9565,"(40.7829, -73.9654)",200.0,1.42,480.0,10.0,8.0,1.42,480.0,11.0,8.0
11522,40.8198,-73.9578,"(40.7829, -73.9654)",200.0,4.27,780.0,8.0,5.0,4.27,780.0,18.0,14.0
11523,40.7482,-73.9727,"(40.7829, -73.9654)",200.0,3.35,780.0,14.0,13.0,3.35,780.0,16.0,12.0
11524,40.7817,-73.9824,"(40.7829, -73.9654)",200.0,1.36,360.0,10.0,8.0,1.36,360.0,9.0,7.0
11525,40.826,-73.9518,"(40.7829, -73.9654)",200.0,3.95,840.0,7.0,4.0,3.95,840.0,16.0,12.0
11526,40.7802,-73.9568,"(40.7829, -73.9654)",200.0,0.66,180.0,10.0,8.0,0.66,180.0,11.0,8.0
11527,40.8575,-73.931,"(40.7829, -73.9654)",200.0,8.72,1200.0,12.0,8.0,8.72,1200.0,23.0,18.0
11528,40.7739,-73.9478,"(40.7829, -73.9654)",200.0,1.35,360.0,10.0,8.0,1.35,360.0,9.0,7.0
11529,40.7988,-73.9644,"(40.7829, -73.9654)",200.0,1.77,480.0,9.0,8.0,1.77,480.0,10.0,7.0
11530,40.7814,-73.9507,"(40.7829, -73.9654)",200.0,1.15,300.0,10.0,8.0,1.15,300.0,9.0,6.0
11531,40.7373,-74.0042,"(40.7829, -73.9654)",200.0,5.41,1500.0,21.0,20.0,5.41,1500.0,31.0,25.0
11532,40.7456,-73.9905,"(40.7829, -73.9654)",200.0,3.58,960.0,15.0,14.0,3.58,960.0,19.0,15.0
11533,40.7104,-73.9876,"(40.7829, -73.9654)",200.0,6.57,1080.0,21.0,20.0,6.57,1080.0,32.0,26.0
11534,40.7601,-73.9901,"(40.7829, -73.9654)",200.0,3.55,840.0,14.0,13.0,3.55,840.0,17.0,13.0
11535,40.7318,-73.9864,"(40.7829, -73.9654)",200.0,5.04,1440.0,20.0,19.0,5.04,1440.0,30.0,24.0
11536,40.7769,-73.9459,"(40.7829, -73.9654)",200.0,1.52,420.0,10.0,8.0,1.52,420.0,9.0,7.0
11537,40.7441,-73.9163,"(40.7829, -73.9654)",200.0,5.12,1140.0,13.0,9.0,5.12,1140.0,25.0,20.0
11538,40.7236,-73.9826,"(40.7829, -73.9654)",200.0,6.3,1440.0,22.0,21.0,6.3,1440.0,38.0,30.0
11539,40.7472,-73.9766,"(40.7829, -73.9654)",200.0,3.12,840.0,14.0,13.0,3.12,840.0,17.0,13.0
11540,40.8647,-73.9201,"(40.7829, -73.9654)",200.0,7.82,1080.0,11.0,7.0,7.82,1080.0,21.0,17.0
11541,40.7581,-73.9806,"(40.7829, -73.9654)",200.0,2.5,780.0,12.0,11.0,2.5,780.0,15.0,11.0
11542,40.7587,-73.9838,"(40.7829, -73.9654)",200.0,2.47,900.0,13.0,12.0,2.47,900.0,16.0,12.0
11543,40.6862,-73.9996,"(40.7829, -73.9654)",200.0,9.77,2160.0,43.0,33.0,9.77,2160.0,51.0,40.0
11544,40.7806,-73.979,"(40.7829, -73.9654)",200.0,1.05,360.0,10.0,8.0,1.05,360.0,9.0,6.0
11545,40.7466,-73.9779,"(40.7829, -73.9654)",200.0,3.22,960.0,14.0,13.0,3.22,960.0,18.0,13.0
11546,40.7064,-74.0089,"(40.7829, -73.9654)",200.0,8.57,1620.0,27.0,26.0,8.57,1620.0,43.0,34.0
11547,40.7075,-74.0059,"(40.7829, -73.9654)",200.0,7.71,1560.0,25.0,25.0,7.71,1560.0,35.0,28.0
11548,40.7723,-73.951,"(40.7829, -73.9654)",200.0,1.63,360.0,10.0,8.0,1.63,360.0,11.0,8.0
11549,40.7436,-73.9727,"(40.7829, -73.9654)",200.0,3.68,780.0,14.0,13.0,3.68,780.0,17.0,13.0
11550,40.753,-73.9704,"(40.7829, -73.9654)",200.0,2.71,720.0,12.0,11.0,2.71,720.0,14.0,11.0
11551,40.6798,-73.9414,"(40.7829, -73.9654)",200.0,9.22,2760.0,17.0,12.0,9.22,2760.0,32.0,25.0
11552,40.7205,-73.9864,"(40.7829, -73.9654)",200.0,6.24,1500.0,23.0,22.0,6.24,1500.0,38.0,30.0
11553,40.7656,-73.9886,"(40.7829, -73.9654)",200.0,3.08,720.0,13.0,12.0,3.08,720.0,15.0,11.0
11554,40.7593,-73.9959,"(40.7829, -73.9654)",200.0,3.5,720.0,13.0,12.0,3.5,720.0,16.0,12.0
11555,40.7609,-73.9618,"(40.7829, -73.9654)",200.0,2.25,600.0,11.0,10.0,2.25,600.0,12.0,9.0
11556,40.6921,-73.9557,"(40.7829, -73.9654)",200.0,8.77,2160.0,13.0,9.0,8.77,2160.0,30.0,24.0
11557,40.7047,-74.0076,"(40.7829, -73.9654)",200.0,8.42,1440.0,26.0,25.0,8.42,1440.0,39.0,31.0
11558,40.7752,-73.9622,"(40.7829, -73.9654)",200.0,1.01,300.0,10.0,8.0,1.01,300.0,9.0,6.0
11559,40.7826,-73.9469,"(40.7829, -73.9654)",200.0,1.71,480.0,9.0,8.0,1.71,480.0,11.0,8.0
11560,40.7844,-73.9497,"(40.7829, -73.9654)",200.0,1.31,300.0,10.0,8.0,1.31,300.0,9.0,6.0
11561,40.7733,-73.9902,"(40.7829, -73.9654)",200.0,2.07,480.0,10.0,9.0,2.07,480.0,11.0,8.0
11562,40.8015,-73.9668,"(40.7829, -73.9654)",200.0,1.87,540.0,9.0,8.0,1.87,540.0,10.0,7.0
11563,40.623,-74.0184,"(40.7829, -73.9654)",200.0,14.71,2640.0,45.0,35.0,14.71,2640.0,65.0,52.0
11564,40.8257,-73.9502,"(40.7829, -73.9654)",200.0,3.64,780.0,7.0,4.0,3.64,780.0,15.0,11.0
11565,40.753,-73.9695,"(40.7829, -73.9654)",200.0,2.76,720.0,12.0,11.0,2.76,720.0,14.0,11.0
11566,40.6726,-73.9617,"(40.7829, -73.9654)",200.0,11.72,2700.0,40.0,31.0,11.72,2700.0,50.0,40.0
11567,40.7172,-73.9933,"(40.7829, -73.9654)",200.0,7.39,1620.0,25.0,24.0,7.39,1620.0,37.0,29.0
11568,40.7421,-73.9836,"(40.7829, -73.9654)",200.0,3.51,960.0,15.0,14.0,3.51,960.0,18.0,14.0
11569,40.7722,-73.9809,"(40.7829, -73.9654)",200.0,1.41,420.0,10.0,8.0,1.41,420.0,9.0,7.0
11570,40.7328,-73.9904,"(40.7829, -73.9654)",200.0,4.23,1560.0,19.0,18.0,4.23,1560.0,33.0,26.0
11571,40.7817,-73.9524,"(40.7829, -73.9654)",200.0,1.24,300.0,10.0,8.0,1.24,300.0,9.0,6.0
11572,40.7606,-73.966,"(40.7829, -73.9654)",200.0,2.48,600.0,11.0,10.0,2.48,600.0,12.0,9.0
11573,40.7389,-73.9929,"(40.7829, -73.9654)",200.0,4.15,1680.0,20.0,19.0,4.15,1680.0,28.0,22.0
11574,40.7617,-73.9673,"(40.7829, -73.9654)",200.0,2.15,480.0,10.0,9.0,2.15,480.0,11.0,8.0
11575,40.7253,-74.0021,"(40.7829, -73.9654)",200.0,6.51,1680.0,24.0,23.0,6.51,1680.0,41.0,33.0
11576,40.8516,-73.9395,"(40.7829, -73.9654)",200.0,6.95,900.0,10.0,6.0,6.95,900.0,19.0,15.0
11577,40.7745,-73.9162,"(40.7829, -73.9654)",200.0,6.53,1080.0,18.0,13.0,6.53,1080.0,36.0,29.0
11578,40.7273,-73.984,"(40.7829, -73.9654)",200.0,5.11,1380.0,20.0,19.0,5.11,1380.0,34.0,27.0
11579,40.753,-73.9959,"(40.7829, -73.9654)",200.0,4.07,840.0,15.0,14.0,4.07,840.0,20.0,15.0
11580,40.7236,-74.0106,"(40.7829, -73.9654)",200.0,5.99,1440.0,22.0,21.0,5.99,1440.0,37.0,29.0
11581,40.7894,-73.9764,"(40.7829, -73.9654)",200.0,0.87,240.0,10.0,8.0,0.87,240.0,8.0,5.0
11582,40.7606,-73.9951,"(40.7829, -73.9654)",200.0,3.44,720.0,13.0,12.0,3.44,720.0,16.0,12.0
11583,40.7436,-73.974,"(40.7829, -73.9654)",200.0,3.66,780.0,14.0,13.0,3.66,780.0,17.0,13.0
11584,40.7694,-73.9509,"(40.7829, -73.9654)",200.0,1.72,360.0,10.0,8.0,1.72,360.0,11.0,8.0
11585,40.789,-73.9756,"(40.7829, -73.9654)",200.0,0.82,240.0,10.0,8.0,0.82,240.0,8.0,5.0
11586,40.7777,-73.9883,"(40.7829, -73.9654)",200.0,1.96,540.0,10.0,9.0,1.96,540.0,13.0,9.0
11587,40.7426,-73.979,"(40.7829, -73.9654)",200.0,4.05,900.0,15.0,14.0,4.05,900.0,20.0,15.0
11588,40.7469,-73.9849,"(40.7829, -73.9654)",200.0,3.37,900.0,14.0,13.0,3.37,900.0,18.0,13.0
11589,40.6872,-73.92,"(40.7829, -73.9654)",200.0,14.6,2820.0,21.0,15.0,14.6,2820.0,40.0,31.0
11590,40.7769,-73.9531,"(40.7829, -73.9654)",200.0,1.12,360.0,10.0,8.0,1.12,360.0,11.0,8.0
11591,40.736,-73.9776,"(40.7829, -73.9654)",200.0,4.49,1020.0,17.0,16.0,4.49,1020.0,26.0,20.0
11592,40.7073,-74.0046,"(40.7829, -73.9654)",200.0,7.59,1500.0,25.0,24.0,7.59,1500.0,34.0,27.0
11593,40.7593,-73.9962,"(40.7829, -73.9654)",200.0,3.66,780.0,14.0,13.0,3.66,780.0,17.0,13.0
11594,40.7265,-73.988,"(40.7829, -73.9654)",200.0,5.35,1620.0,22.0,21.0,5.35,1620.0,32.0,25.0
11595,40.7326,-73.9965,"(40.7829, -73.9654)",200.0,5.59,1680.0,23.0,22.0,5.59,1680.0,36.0,29.0
11596,40.7353,-73.9806,"(40.7829, -73.9654)",200.0,4.37,1020.0,17.0,16.0,4.37,1020.0,28.0,22.0
11597,40.7443,-73.9182,"(40.7829, -73.9654)",200.0,4.91,1200.0,13.0,9.0,4.91,1200.0,25.0,19.0
11598,40.706,-73.8324,"(40.7829, -73.9654)",200.0,15.07,2040.0,42.0,33.0,15.07,2040.0,62.0,50.0
11599,40.7244,-73.9942,"(40.7829, -73.9654)",200.0,7.12,1680.0,25.0,24.0,7.12,1680.0,43.0,34.0
11600,40.7624,-73.9964,"(40.7829, -73.9654)",200.0,3.19,600.0,12.0,11.0,3.19,600.0,15.0,11.0
11601,40.7226,-73.9882,"(40.7829, -73.9654)",200.0,6.26,1140.0,21.0,20.0,6.26,1140.0,34.0,27.0
11602,40.7488,-73.9734,"(40.7829, -73.9654)",200.0,3.5,780.0,14.0,13.0,3.5,780.0,17.0,13.0
11603,40.776,-73.9556,"(40.7829, -73.9654)",200.0,1.3,420.0,10.0,8.0,1.3,420.0,11.0,8.0
11604,40.685,-73.9085,"(40.7829, -73.9654)",200.0,19.43,2700.0,34.0,26.0,19.43,2700.0,54.0,43.0
11605,40.7312,-73.8538,"(40.7829, -73.9654)",200.0,12.87,1980.0,36.0,28.0,12.87,1980.0,56.0,45.0
11606,40.724,-74.0035,"(40.7829, -73.9654)",200.0,6.34,1680.0,24.0,23.0,6.34,1680.0,41.0,32.0
11607,40.7783,-73.9837,"(40.7829, -73.9654)",200.0,1.62,420.0,10.0,8.0,1.62,420.0,9.0,6.0
11608,40.7202,-73.9546,"(40.7829, -73.9654)",200.0,6.64,1500.0,15.0,10.0,6.64,1500.0,32.0,25.0
11609,40.7787,-73.9765,"(40.7829, -73.9654)",200.0,1.39,360.0,10.0,8.0,1.39,360.0,9.0,6.0
11610,40.7784,-73.988,"(40.7829, -73.9654)",200.0,1.87,420.0,9.0,8.0,1.87,420.0,11.0,8.0
11611,40.7746,-73.9514,"(40.7829, -73.9654)",200.0,1.25,300.0,10.0,8.0,1.25,300.0,11.0,8.0
11612,40.8138,-73.9601,"(40.7829, -73.9654)",200.0,2.75,660.0,12.0,11.0,2.75,660.0,13.0,9.0
11613,40.7653,-73.967,"(40.7829, -73.9654)",200.0,1.66,480.0,9.0,8.0,1.66,480.0,10.0,7.0
11614,40.781,-73.9513,"(40.7829, -73.9654)",200.0,1.17,300.0,10.0,8.0,1.17,300.0,11.0,8.0
11615,40.8839,-73.908,"(40.7829, -73.9654)",200.0,10.1,1560.0,18.0,13.0,10.1,1560.0,28.0,22.0
11616,40.739,-73.9791,"(40.7829, -73.9654)",200.0,3.88,1080.0,16.0,15.0,3.88,1080.0,22.0,17.0
11617,40.7366,-73.9826,"(40.7829, -73.9654)",200.0,4.0,1440.0,18.0,17.0,4.0,1440.0,31.0,24.0
11618,40.7494,-73.9875,"(40.7829, -73.9654)",200.0,3.28,900.0,14.0,13.0,3.28,900.0,17.0,13.0
11619,40.7754,-73.9807,"(40.7829, -73.9654)",200.0,1.57,420.0,10.0,8.0,1.57,420.0,9.0,6.0
11620,40.708,-74.0149,"(40.7829, -73.9654)",200.0,9.02,1620.0,28.0,27.0,9.02,1620.0,41.0,33.0
11621,40.7823,-73.9787,"(40.7829, -73.9654)",200.0,1.09,360.0,10.0,8.0,1.09,360.0,9.0,7.0
11622,40.7693,-73.9529,"(40.7829, -73.9654)",200.0,1.68,420.0,10.0,8.0,1.68,420.0,11.0,8.0
11623,40.7248,-73.9829,"(40.7829, -73.9654)",200.0,6.43,1560.0,24.0,23.0,6.43,1560.0,40.0,32.0
11624,40.7083,-74.0149,"(40.7829, -73.9654)",200.0,9.07,1620.0,28.0,27.0,9.07,1620.0,41.0,33.0
11625,40.7514,-73.9862,"(40.7829, -73.9654)",200.0,3.12,840.0,13.0,12.0,3.12,840.0,16.0,12.0
11626,40.7937,-73.9761,"(40.7829, -73.9654)",200.0,1.74,420.0,9.0,8.0,1.74,420.0,10.0,7.0
11627,40.7301,-73.9825,"(40.7829, -73.9654)",200.0,4.72,1260.0,18.0,17.0,4.72,1260.0,26.0,20.0
