lat,lng,avg_yelp_review
40.7371,-73.9835,4.45
40.7277,-74.0001,4.45
40.7295,-73.9785,4.6
40.8257,-73.9398,4.3
40.7775,-73.9536,4.45
40.6782,-73.975,4.2
40.7826,-73.9469,4.5
40.7788,-73.9806,4.15
40.8058,-73.954,4.35
40.7701,-73.9859,4.35
40.7517,-74.0076,4.35
40.7101,-74.0083,4.3
40.7059,-74.0169,4.5
40.5841,-73.9575,4.35
40.6926,-73.9397,4.25
40.7723,-73.951,4.4
40.8256,-73.9477,4.4
40.8769,-73.8859,3.85
40.7196,-73.985,4.55
40.7172,-74.0159,4.15
40.7184,-73.9898,4.5
40.7358,-73.9857,4.4
40.7837,-73.9521,4.5
40.759,-73.9943,4.55
40.7091,-74.0148,4.35
40.7448,-73.9784,4.45
40.7224,-73.9856,4.6
40.7391,-73.9791,4.5
40.7565,-73.9631,4.3
40.7633,-73.9932,4.5
40.7785,-73.9759,4.15
40.7483,-73.9741,4.3
40.7689,-73.9541,4.5
40.6813,-73.9636,4.45
40.7145,-73.9383,4.55
40.8044,-73.9569,4.35
40.7967,-73.9623,4.25
40.7879,-73.9799,4.15
40.7992,-73.967,4.25
40.7592,-73.9903,4.45
40.7277,-73.9833,4.6
40.7602,-73.9844,4.3
40.7062,-74.0099,4.3
40.7445,-73.9745,4.35
40.7605,-73.9126,4.45
40.7959,-73.9742,4.15
40.8004,-73.9685,4.2
40.6949,-73.9518,4.25
40.7706,-73.9489,4.4
40.7488,-73.9734,4.35
40.7675,-73.9922,4.45
40.7072,-74.0082,4.3
40.7751,-73.9886,4.15
40.7517,-73.969,4.25
40.7746,-73.9485,4.45
40.7899,-73.9415,4.5
40.8139,-73.9495,4.25
40.7817,-73.9825,4.1
40.7266,-73.9875,4.65
40.7387,-74.0019,4.6
40.8012,-73.9647,4.25
40.7549,-73.9661,4.35
40.7596,-73.99,4.45
40.7662,-73.9799,4.4
40.7169,-74.0149,4.2
40.7186,-73.994,4.35
40.8238,-73.9538,4.2
40.7348,-73.9817,4.3
40.7812,-73.9484,4.45
40.707,-74.0105,4.3
40.7687,-73.9883,4.25
40.7609,-73.986,4.35
40.771,-73.958,4.3
40.7516,-73.9717,4.25
40.7831,-73.9517,4.5
40.7014,-73.9271,4.55
40.7331,-73.9979,4.4
40.6386,-73.945,3.9
40.7734,-73.9573,4.3
40.777,-73.9777,4.05
40.7278,-73.9809,4.65
40.7345,-73.9753,4.3
40.6299,-74.0307,4.5
40.7655,-73.9772,4.4
40.7898,-73.9744,4.25
40.7334,-74.0023,4.55
40.7749,-73.9782,4.15
40.727,-73.9892,4.6
40.7547,-73.981,4.2
40.724,-74.0035,4.25
40.8051,-73.9543,4.35
40.8274,-73.9452,4.4
40.7355,-73.9861,4.35
40.8274,-73.9514,4.35
40.8494,-73.9362,4.45
40.7358,-73.9857,4.35
40.795,-73.9659,4.15
40.7631,-73.9581,4.35
40.746,-73.9754,4.4
40.7831,-73.9517,4.5
40.8015,-73.959,4.25
40.7582,-73.9634,4.25
40.7689,-73.9591,4.35
40.826,-73.9519,4.3
40.7876,-73.981,4.1
40.7321,-73.9859,4.55
40.7383,-74.001,4.6
40.7485,-73.98,4.4
40.7165,-73.9477,4.65
40.7006,-73.9274,4.55
40.8104,-73.9599,4.15
40.8029,-73.965,4.25
40.6453,-73.9811,4.15
40.7245,-73.9389,4.15
40.7729,-73.9504,4.45
40.7684,-73.9897,4.3
40.813,-73.9386,4.15
40.7838,-73.9483,4.45
40.7069,-74.0104,4.35
40.7613,-73.9891,4.45
40.731,-73.9884,4.6
40.7335,-73.986,4.3
40.6822,-73.9663,4.4
40.7067,-74.018,4.5
40.8071,-73.9251,4.3
40.705,-74.0099,4.3
40.7292,-73.98,4.65
40.6887,-73.9851,4.4
40.7681,-73.9594,4.4
40.803,-73.9664,4.25
40.7555,-73.9666,4.25
40.78,-73.9475,4.45
40.7848,-73.9701,4.25
40.7606,-73.9953,4.55
40.8549,-73.8996,4.3
40.7448,-73.9773,4.4
40.7298,-73.9871,4.5
40.7986,-73.9706,4.05
40.7133,-73.9596,4.55
40.7336,-73.9991,4.5
40.7434,-74.0055,4.65
40.7868,-73.9416,4.5
40.7845,-73.9498,4.45
40.7985,-73.9646,4.25
40.7652,-73.9898,4.5
40.7368,-73.9821,4.4
40.726,-73.9901,4.5
40.7016,-74.0128,4.35
40.8609,-73.8995,4.25
40.7333,-74.0022,4.55
40.7372,-73.9981,4.45
40.72,-74.0108,4.3
40.7285,-73.9902,4.45
40.771,-73.9591,4.3
40.6681,-73.9547,4.55
40.7724,-73.9506,4.45
40.7258,-73.9798,4.65
40.7285,-74.0,4.4
40.752,-73.9402,4.3
40.6805,-73.9193,4.25
40.7059,-74.0126,4.35
40.7175,-74.0133,4.4
40.7699,-73.9541,4.4
40.7253,-74.0021,4.25
40.8574,-73.9049,4.1
40.7407,-73.9822,4.45
40.7635,-73.9799,4.45
40.7429,-74.0028,4.65
40.6733,-73.8845,3.95
40.7684,-73.9539,4.45
40.6896,-73.9511,4.45
40.7287,-73.9788,4.6
40.701,-73.8235,3.65
40.7304,-74.005,4.55
40.7184,-73.9552,4.45
40.6869,-73.9182,4.25
40.7631,-73.9915,4.5
40.7085,-74.0165,4.5
40.7521,-74.0045,4.35
40.7298,-73.9874,4.6
40.7069,-74.0113,4.35
40.7965,-73.9445,4.4
40.7742,-73.9475,4.5
40.7929,-73.976,4.25
40.7778,-73.9781,4.15
40.7738,-73.9879,4.1
40.7375,-73.9808,4.45
40.8028,-73.9509,4.35
40.78,-73.9775,4.2
40.7221,-73.9872,4.65
40.7677,-73.9836,4.25
40.7536,-73.9659,4.25
40.7806,-73.9507,4.4
40.7775,-73.9784,4.15
40.7749,-73.9482,4.45
40.7678,-73.9915,4.4
40.6767,-73.9412,4.5
40.7947,-73.9667,4.15
40.8413,-73.9367,4.3
40.7388,-74.0084,4.65
40.7176,-74.011,4.3
40.7688,-73.9569,4.4
40.7937,-73.9761,4.25
40.698,-73.9243,4.5
40.7037,-73.9894,4.4
40.7258,-73.9889,4.6
40.7604,-73.987,4.4
40.6956,-73.9227,4.5
40.7928,-73.9659,4.1
40.7335,-74.003,4.55
40.756,-73.9687,4.35
40.7226,-73.9963,4.35
40.8028,-73.9647,4.25
40.7176,-73.8446,4.1
40.7275,-73.9829,4.6
40.7518,-73.9695,4.25
40.7272,-73.9787,4.6
40.8458,-73.9206,3.25
40.7807,-73.9471,4.45
40.7244,-73.9838,4.6
40.7377,-73.9912,4.4
40.7821,-73.9467,4.5
40.8644,-73.9248,4.55
40.68,-73.9524,4.45
40.6087,-74.0084,4.1
40.7698,-73.9624,4.3
40.7986,-73.9641,4.25
40.7468,-73.9769,4.4
40.7416,-74.0025,4.65
40.7465,-73.9771,4.4
40.8427,-73.9136,4.3
40.8242,-73.9527,4.25
40.7777,-73.9462,4.5
40.7325,-73.9875,4.6
40.7665,-73.9557,4.4
40.7448,-74.0052,4.6
40.7897,-73.9734,4.25
40.8648,-73.9202,4.45
40.774,-73.9501,4.45
40.7093,-73.8293,4.05
40.7484,-73.9893,4.35
40.7707,-73.9492,4.4
40.7894,-73.9764,4.25
40.7555,-73.9668,4.3
40.7785,-73.9469,4.5
40.8457,-73.9362,4.35
40.7515,-73.9401,4.3
40.7752,-73.951,4.5
40.7874,-73.9515,4.35
40.7321,-74.008,4.5
40.7509,-73.9977,4.25
40.7383,-73.9846,4.45
40.7965,-73.9619,4.25
40.8614,-73.9266,4.35
40.7805,-73.9487,4.45
40.694,-73.9198,4.35
40.7261,-74.0048,4.35
40.7448,-74.0052,4.6
40.7448,-73.9909,4.4
40.7811,-73.9481,4.45
40.7666,-73.9098,4.45
40.675,-73.9551,4.5
40.8142,-73.9607,4.1
40.7929,-73.9455,4.5
40.7873,-73.9807,4.1
40.7661,-73.9461,4.15
40.7782,-73.9791,4.1
40.646,-74.0092,4.25
40.7387,-73.9945,4.3
40.7758,-73.9508,4.5
40.6769,-73.9249,3.95
40.8231,-73.946,4.4
40.7447,-73.9741,4.3
40.7933,-73.9675,4.1
40.7741,-73.9476,4.5
40.7029,-74.0114,4.3
40.8657,-73.9212,4.5
40.77,-73.9517,4.35
40.8553,-73.9312,4.2
40.6603,-73.9942,4.55
40.7707,-73.9522,4.4
40.7572,-73.9648,4.25
40.7694,-73.9562,4.4
40.7908,-74.0048,4.35
40.7585,-73.9913,4.55
40.7857,-73.9498,4.4
40.7465,-73.9803,4.45
40.7826,-73.9572,4.1
40.79,-73.9416,4.5
40.6996,-73.9185,4.5
40.7434,-73.9773,4.45
40.6765,-73.9258,4.25
40.7682,-73.987,4.3
40.7595,-73.9712,4.4
40.7585,-73.9913,4.55
40.7716,-73.9487,4.3
40.7219,-73.9506,4.65
40.7718,-73.9851,4.25
40.828,-73.9425,4.35
40.861,-73.926,4.35
40.7521,-74.0045,4.35
40.7967,-73.9623,4.25
40.7792,-73.9785,4.2
40.7805,-73.9523,4.45
40.8007,-73.9519,4.35
40.7495,-73.9843,4.3
40.7283,-73.9816,4.65
40.6483,-73.9504,3.9
40.7189,-73.9531,4.45
40.7344,-74.0001,4.55
40.7957,-73.9705,4.05
40.7601,-73.9901,4.45
40.7835,-73.9774,4.25
40.7426,-73.9808,4.45
40.7488,-73.8848,4.35
40.7865,-73.942,4.45
40.7078,-74.006,4.3
40.7309,-73.9898,4.5
40.7611,-73.9721,4.3
40.7378,-73.9877,4.45
40.7248,-73.9807,4.65
40.8169,-73.9529,4.1
40.7775,-73.9784,4.15
40.7321,-74.0048,4.55
40.7814,-73.9507,4.4
40.7299,-73.9819,4.55
40.7771,-73.9505,4.5
40.7715,-73.993,4.15
40.7636,-73.9261,4.55
40.8674,-73.926,4.4
40.8272,-73.9466,4.4
40.7384,-73.9831,4.4
40.7264,-73.9836,4.6
40.7985,-73.9646,4.25
40.729,-73.9785,4.6
40.6915,-73.9223,4.2
40.7239,-73.9834,4.6
40.7388,-74.0065,4.6
40.7505,-74.0025,4.35
40.7709,-73.9496,4.4
40.8388,-73.9454,4.2
40.7706,-73.9522,4.4
40.7672,-73.9942,4.45
40.7747,-73.9789,4.2
40.8424,-73.9138,4.3
40.7803,-73.9466,4.5
40.8367,-73.9382,4.3
40.7755,-73.9042,4.25
40.7595,-73.989,4.45
40.7724,-73.9813,4.2
40.7601,-73.9901,4.45
40.7202,-73.9788,4.6
40.7929,-73.9661,4.1
40.6168,-74.0362,4.15
40.7623,-73.9635,4.3
40.7296,-73.9986,4.4
40.7601,-73.9085,4.35
40.7951,-73.9447,4.45
40.7656,-73.9905,4.5
40.7182,-73.9899,4.5
40.7287,-73.9838,4.6
40.811,-73.9483,4.35
40.7573,-73.968,4.4
40.7738,-73.9594,4.25
40.7426,-73.9808,4.45
40.7776,-73.9816,4.1
40.7677,-73.9554,4.4
40.7608,-73.9861,4.35
40.7386,-73.9819,4.45
40.7693,-73.9529,4.45
40.7278,-73.9809,4.65
40.7057,-74.0085,4.3
40.7802,-73.9478,4.45
40.7765,-73.9449,4.5
40.7868,-73.9804,4.15
40.7754,-73.9502,4.5
40.7251,-73.9816,4.65
40.7814,-74.0113,4.4
40.7893,-73.9705,4.2
40.764,-73.9591,4.35
40.8803,-73.9095,4.1
40.7629,-73.9853,4.3
40.7191,-74.0109,4.3
40.7481,-74.0014,4.55
40.8031,-73.9653,4.25
40.799,-73.9639,4.25
40.6645,-73.9877,4.5
40.8675,-73.9241,4.55
40.7083,-74.0149,4.45
40.8299,-73.9464,4.4
40.7479,-74.0015,4.55
40.7783,-73.9837,4.1
40.7396,-73.9816,4.45
40.7097,-73.9388,4.5
40.7494,-73.9897,4.3
40.8452,-73.9809,4.25
40.7216,-73.8448,4.1
40.769,-73.9541,4.45
40.7302,-73.9924,4.35
40.7761,-73.9828,4.1
40.7705,-73.9557,4.35
40.7313,-73.9889,4.6
40.6188,-74.0345,4.3
40.7517,-73.969,4.25
40.6927,-73.986,4.35
40.6891,-73.9675,4.5
40.7222,-74.0119,4.35
40.771,-73.9533,4.4
40.8454,-73.939,4.4
40.8253,-73.9434,4.35
40.7296,-73.9986,4.4
40.7895,-73.9672,4.15
40.8161,-73.9355,3.9
40.7763,-73.9778,4.1
40.7209,-74.0027,4.35
40.7035,-73.8685,4.1
40.7681,-73.9563,4.4
40.7162,-74.0155,4.1
40.7341,-73.9818,4.35
40.6552,-73.9242,3.7
40.7606,-73.9973,4.45
40.7657,-73.9878,4.4
40.7199,-73.9891,4.5
40.6933,-73.9818,4.15
40.7307,-73.9768,4.3
40.7773,-73.9631,4.1
40.7448,-73.9823,4.4
40.6835,-73.9783,4.3
40.7294,-73.9867,4.6
40.7135,-74.0085,4.3
40.7563,-73.9686,4.4
40.7644,-73.985,4.4
40.7656,-73.9619,4.4
40.7645,-73.9833,4.4
40.7315,-73.9875,4.6
40.7345,-73.981,4.3
40.6783,-73.9794,4.35
40.7425,-73.9789,4.5
40.7369,-73.9928,4.45
40.706,-74.0096,4.3
40.7404,-74.0017,4.6
40.7641,-73.9592,4.35
40.7759,-73.9557,4.35
40.6665,-73.8614,2.9
40.8252,-73.9515,4.3
40.6669,-73.9811,4.35
40.7676,-73.9617,4.45
40.7753,-73.9473,4.5
40.7158,-74.0154,4.2
40.6895,-73.9657,4.4
40.7087,-74.0138,4.4
40.7173,-73.9537,4.55
40.7443,-73.9809,4.5
40.7804,-73.9519,4.45
40.7841,-73.9568,4.15
40.781,-73.9529,4.45
40.7405,-73.9996,4.3
40.7762,-73.9571,4.3
40.8005,-73.9705,4.05
40.7583,-73.9633,4.3
40.7682,-73.9101,4.45
40.7775,-73.9474,4.45
40.6983,-73.9929,4.25
40.7407,-73.9815,4.45
40.7845,-73.9774,4.3
40.7677,-73.9603,4.35
40.8608,-73.9295,4.35
40.693,-73.9988,4.3
40.8036,-73.9568,4.3
40.7544,-73.9721,4.35
40.7532,-73.974,4.25
40.7693,-73.9529,4.45
40.7368,-73.979,4.45
40.7103,-74.0042,4.45
40.706,-74.006,4.25
40.7058,-73.9198,4.6
40.7109,-74.0165,4.4
40.7889,-73.9755,4.25
40.8687,-73.9217,4.5
40.7553,-73.9953,4.55
40.7486,-73.9757,4.45
40.6921,-73.9846,4.3
40.7831,-73.9837,4.0
40.7062,-74.0158,4.45
40.6989,-73.9293,4.4
40.7077,-74.0166,4.45
40.8154,-73.9385,4.15
40.8343,-73.9421,4.3
40.8021,-73.9689,4.2
40.6751,-73.9511,4.35
40.8498,-73.9401,4.35
40.7182,-73.9639,4.4
40.7736,-73.9075,4.4
40.7173,-73.9616,4.4
40.6952,-73.9238,4.45
40.7325,-73.9946,4.4
40.761,-73.9885,4.5
40.7187,-73.8903,3.45
40.7486,-73.9814,4.4
40.7929,-73.9455,4.5
40.7403,-73.9803,4.5
40.7277,-73.9807,4.65
40.7337,-74.0034,4.55
40.7053,-74.0103,4.35
40.7785,-73.9842,4.1
40.7801,-73.9475,4.45
40.6881,-73.9166,4.25
40.7762,-73.9524,4.5
40.8367,-73.9382,4.3
40.7444,-73.9803,4.5
40.7128,-74.0059,4.35
40.7114,-74.0078,4.35
40.7787,-73.9751,4.15
40.7797,-73.9446,4.5
40.7306,-73.9866,4.5
40.7764,-73.9771,4.1
40.7855,-73.9561,4.15
40.7609,-73.986,4.35
40.776,-73.9456,4.45
40.8417,-73.937,4.3
40.7223,-73.9954,4.45
40.7554,-73.9209,4.4
40.776,-73.9809,4.05
40.8278,-73.9412,4.35
40.7369,-73.9928,4.4
40.756,-73.9641,4.25
40.7777,-73.9462,4.5
40.7792,-73.9514,4.4
40.7299,-73.9819,4.55
40.7673,-73.968,4.35
40.6557,-73.9547,4.2
40.8243,-73.9415,4.35
40.7545,-73.9976,4.4
40.7578,-73.9839,4.35
40.694,-73.9672,4.45
40.7933,-73.9675,4.1
40.7334,-74.0018,4.55
40.7745,-73.9897,4.1
40.7468,-73.9777,4.4
40.7063,-74.0095,4.3
40.8081,-73.9498,4.35
40.7633,-73.9596,4.35
40.742,-73.9841,4.4
40.7472,-73.991,4.2
40.7566,-73.9937,4.55
40.7254,-73.9027,4.25
40.8465,-73.9349,4.4
40.6529,-73.9567,4.3
40.7274,-74.0001,4.4
40.667,-73.9813,4.35
40.7985,-73.9385,4.55
40.7894,-73.9764,4.25
40.8117,-73.9397,4.35
40.7588,-73.9622,4.35
40.7299,-73.9819,4.55
40.7044,-74.0116,4.35
40.7748,-73.9513,4.45
40.7602,-73.9597,4.2
40.7091,-74.0148,4.35
40.7309,-73.9902,4.5
40.6735,-73.9843,4.45
40.6878,-73.9123,4.4
40.7708,-73.9818,4.3
40.7709,-73.9318,4.1
40.7491,-73.9797,4.35
40.8463,-73.9363,4.35
40.7487,-73.9895,4.25
40.7082,-74.0029,4.35
40.8015,-73.9668,4.25
40.7707,-73.9506,4.4
40.7304,-74.0039,4.55
40.7728,-73.9512,4.4
40.7668,-73.9151,4.45
40.7069,-73.7624,3.44444444444
40.7897,-73.9734,4.25
40.7281,-73.9854,4.6
40.7462,-73.9759,4.4
40.7485,-73.98,4.4
40.8307,-73.9494,4.4
40.6754,-73.949,4.35
40.7726,-73.9486,4.35
40.7722,-73.9494,4.45
40.7411,-73.9979,4.25
40.7784,-73.9846,4.1
40.7621,-73.9638,4.3
40.6678,-73.9398,3.9
40.7195,-73.9899,4.5
40.7598,-73.9924,4.5
40.7751,-73.9481,4.45
40.733,-74.0089,4.5
40.6996,-73.9258,4.55
40.7832,-73.9519,4.5
40.7396,-73.9816,4.45
40.7701,-73.9529,4.4
40.7862,-73.9425,4.4
40.7621,-73.9637,4.3
40.7417,-73.977,4.5
40.8175,-73.9366,4.0
40.7233,-73.9958,4.5
40.7701,-73.958,4.35
40.6818,-73.9421,4.5
40.7618,-73.9187,4.55
40.6625,-73.9867,4.4
40.8464,-73.9389,4.4
40.7513,-73.9862,4.25
40.7496,-73.9831,4.3
40.7325,-73.9977,4.45
40.7238,-73.8858,3.33333333333
40.8376,-73.9443,4.35
40.7376,-73.9827,4.45
40.6798,-73.9414,4.4
40.8014,-73.9427,4.35
40.7604,-73.9653,4.25
40.7299,-73.9786,4.5
40.7814,-73.9507,4.4
40.7498,-73.9805,4.35
40.7728,-73.9477,4.35
40.6949,-73.9548,4.3
40.6857,-73.9534,4.55
40.7198,-73.9891,4.5
40.7653,-73.9613,4.35
40.7594,-73.963,4.3
40.7887,-73.971,4.25
40.7382,-73.9971,4.45
40.6911,-73.9253,4.35
40.845,-73.9401,4.35
40.7801,-73.9542,4.35
40.7394,-73.9811,4.45
40.7097,-74.0065,4.35
40.7672,-73.9245,4.6
40.8719,-73.8651,4.25
40.7697,-73.9542,4.45
40.7298,-74.0005,4.5
40.7604,-73.7812,3.8
40.7776,-73.9454,4.45
40.7438,-73.978,4.45
40.7699,-73.9564,4.35
40.6942,-73.9446,4.15
40.7656,-73.9582,4.35
40.7869,-73.976,4.25
40.74,-74.0038,4.6
40.676,-73.9385,4.25
40.7695,-73.9603,4.35
40.7332,-73.9937,4.4
40.7986,-73.9372,4.55
40.7798,-73.9758,4.15
40.7751,-73.9886,4.15
40.7795,-73.9479,4.45
40.7296,-73.9986,4.4
40.7704,-73.9566,4.3
40.762,-73.9857,4.3
40.7286,-73.8484,4.0
40.6876,-73.9566,4.5
40.787,-73.9741,4.25
40.744,-73.9964,4.25
40.7966,-73.9476,4.3
40.7583,-73.9915,4.55
40.7916,-73.9402,4.5
40.7803,-73.976,4.15
40.711,-73.9677,4.35
40.77,-73.9513,4.4
40.7538,-73.974,4.3
40.7642,-73.994,4.5
40.7193,-73.9865,4.55
40.7301,-73.9935,4.45
40.7615,-73.9662,4.3
40.7691,-73.9857,4.35
40.7301,-73.9935,4.45
40.7281,-73.8603,4.15
40.6943,-73.9233,4.3
40.734,-74.0046,4.6
40.7719,-73.9544,4.35
40.6881,-73.9553,4.5
40.6362,-73.9599,4.0
40.7633,-73.9683,4.45
40.7701,-73.9859,4.35
40.7698,-73.9512,4.4
40.8054,-73.9657,4.25
40.7279,-73.9807,4.65
40.7028,-73.9164,4.45
40.8233,-73.9405,4.35
40.8381,-73.9453,4.25
40.7206,-74.009,4.4
40.7088,-74.0104,4.3
40.7585,-73.8909,4.35
40.7721,-73.9861,4.2
40.7258,-73.9798,4.65
40.7058,-74.0086,4.3
40.7784,-73.988,4.2
40.7928,-73.9758,4.25
40.7756,-73.9829,4.1
40.7615,-73.9662,4.3
40.6942,-73.9337,4.3
40.7758,-73.9542,4.45
40.7844,-73.9486,4.45
40.7205,-73.9793,4.65
40.6824,-73.9613,4.5
40.7323,-74.0023,4.55
40.7704,-73.9557,4.35
40.7599,-73.9223,4.35
40.7045,-74.0089,4.3
40.7431,-73.9792,4.5
40.7867,-73.9701,4.2
40.785,-73.9773,4.3
40.7387,-74.0092,4.55
40.7798,-74.1215,4.0
40.8855,-73.9107,4.15
40.7807,-73.979,4.15
40.7209,-73.989,4.55
40.8143,-73.9598,4.1
40.7418,-74.0024,4.65
40.7024,-73.8305,4.2
40.7177,-73.9984,4.35
40.7934,-73.9375,4.55
40.768,-73.9611,4.4
40.7458,-73.8285,3.9
40.7672,-73.9895,4.4
40.8367,-73.9382,4.3
40.8199,-73.9531,4.2
40.7702,-73.9539,4.4
40.7513,-73.9722,4.25
40.7555,-73.9666,4.25
40.7276,-74.0001,4.45
40.7804,-73.9499,4.4
40.7664,-73.9563,4.4
40.744,-73.9964,4.25
40.7726,-73.9486,4.35
40.7549,-73.9986,4.3
40.7366,-74.0016,4.55
40.7096,-73.9974,4.35
40.7631,-73.9581,4.35
40.6908,-73.9438,4.2
40.7427,-73.9957,4.35
40.7664,-73.9918,4.45
40.7824,-73.9521,4.45
40.7765,-73.9458,4.5
40.7838,-73.9535,4.4
40.7366,-73.9933,4.35
40.7189,-73.9832,4.6
40.7756,-73.9581,4.3
40.7475,-74.0077,4.55
40.706,-73.8324,4.2
40.6865,-73.9134,4.4
40.7491,-73.9789,4.45
40.724,-73.9947,4.45
40.6212,-74.0396,3.75
40.7902,-73.9678,4.1
40.7211,-73.8503,4.1
40.7447,-73.9741,4.3
40.7771,-73.9445,4.45
40.7885,-73.9488,4.35
40.7905,-73.9688,4.2
40.6306,-74.0249,4.55
40.6926,-73.9315,4.3
40.7067,-74.0071,4.25
40.7421,-73.9788,4.5
40.6812,-73.9338,4.4
40.8015,-73.9627,4.25
40.7095,-74.0131,4.35
40.728,-73.9808,4.65
40.7046,-73.9429,4.5
40.7468,-73.9818,4.4
40.7297,-73.9794,4.6
40.7176,-73.9531,4.5
40.7678,-73.987,4.3
40.7775,-73.9473,4.45
40.6869,-73.9132,4.4
40.7558,-73.9633,4.3
40.7647,-73.959,4.35
40.7642,-73.9913,4.5
40.7439,-73.9743,4.4
40.7793,-73.9496,4.4
40.6931,-73.9929,4.45
40.7742,-73.9557,4.35
40.7645,-73.9739,4.3
40.6664,-73.9784,4.15
40.7273,-73.9939,4.45
40.6877,-73.945,4.35
40.7788,-73.9118,4.35
40.6402,-74.0027,4.3
40.8232,-73.9474,4.4
40.7239,-74.0042,4.3
40.7081,-74.0065,4.3
40.747,-73.984,4.4
40.7772,-73.9561,4.3
40.7747,-73.9541,4.45
40.8154,-73.9385,4.15
40.7679,-73.9597,4.4
40.7676,-73.9601,4.4
40.7648,-73.9701,4.4
40.6938,-73.9669,4.45
40.6759,-73.9226,4.3
40.7739,-73.947,4.45
40.7343,-73.9798,4.35
40.7031,-73.9283,4.55
40.7221,-73.9823,4.65
40.7419,-73.9949,4.35
40.7581,-73.9806,4.3
40.7798,-73.9751,4.15
40.8572,-73.935,4.3
40.7799,-73.9512,4.45
40.7749,-73.9551,4.35
40.7936,-73.9737,4.25
40.7756,-73.9833,4.05
40.6988,-73.9338,4.3
40.745,-73.9536,4.35
40.7244,-73.9838,4.6
40.7677,-73.9251,4.6
40.8036,-73.9561,4.3
40.7265,-74.0097,4.25
40.7443,-73.9805,4.5
40.7792,-73.9532,4.4
40.7551,-73.9928,4.55
40.7307,-73.9828,4.55
40.7589,-73.9902,4.45
40.7069,-74.0081,4.3
40.7034,-74.0105,4.3
40.7644,-73.9641,4.35
40.8267,-73.9392,4.35
40.7501,-73.9976,4.25
40.7873,-73.9695,4.2
40.7804,-73.9521,4.45
40.7228,-73.9831,4.65
40.7098,-73.9388,4.55
40.7536,-73.9675,4.3
40.7449,-73.9441,4.3
40.7727,-73.9477,4.35
40.7733,-73.9286,4.2
40.7761,-73.9557,4.35
40.7807,-73.9539,4.3
40.7155,-73.9465,4.65
40.8522,-73.935,4.4
40.7701,-73.9829,4.35
40.7367,-73.9826,4.45
40.7847,-73.9474,4.5
40.7234,-73.9945,4.5
40.7232,-73.9837,4.6
40.6497,-73.9744,4.35
40.7794,-73.9829,4.15
40.6953,-73.9632,4.35
40.7271,-73.9893,4.5
40.6647,-73.9525,4.45
40.7059,-74.0171,4.5
40.6983,-73.9929,4.25
40.7437,-73.9756,4.45
40.8367,-73.9382,4.3
40.6652,-73.9919,4.55
40.7752,-73.9811,4.1
40.786,-73.9435,4.45
40.7267,-73.9837,4.6
40.7113,-73.9833,4.05
40.8682,-73.9182,4.4
40.7056,-74.0094,4.3
40.7148,-73.9585,4.45
40.7406,-74.0038,4.6
40.7793,-73.9496,4.4
40.6969,-73.983,4.25
40.7002,-73.907,4.55
40.7864,-73.9515,4.4
40.727,-73.9882,4.6
40.7679,-73.9867,4.3
40.7631,-73.9769,4.4
40.045,-75.5214,3.5
40.7347,-74.0013,4.6
40.7061,-74.0093,4.3
40.7757,-73.9569,4.3
40.7369,-73.9791,4.45
40.7772,-73.9455,4.45
40.77,-73.9526,4.35
40.7252,-73.9514,4.45
40.7742,-73.9647,4.15
40.7671,-73.9834,4.35
40.7722,-73.9809,4.2
40.7617,-73.9618,4.35
40.7488,-73.977,4.45
40.7302,-73.9924,4.35
40.6805,-73.9722,4.3
40.7635,-73.981,4.45
40.776,-73.9534,4.5
40.7622,-73.9211,4.55
40.7634,-73.9638,4.3
40.7113,-73.958,4.55
40.7472,-73.9725,4.3
40.733,-73.9758,4.15
40.7829,-73.9771,4.2
40.756,-73.9657,4.3
40.7282,-73.9892,4.6
40.7562,-73.9968,4.45
40.7797,-73.9446,4.5
40.7329,-74.0056,4.6
40.707,-74.0031,4.4
40.7776,-73.9776,4.15
40.7081,-74.0054,4.3
40.7748,-73.9475,4.5
40.7399,-73.9987,4.25
40.7403,-73.9978,4.2
40.7294,-73.8549,4.2
40.7315,-73.9757,4.35
40.7343,-74.0094,4.5
40.8026,-73.9655,4.25
40.7674,-73.9538,4.4
40.7678,-73.9869,4.3
40.7689,-73.9608,4.4
40.7338,-74.0012,4.55
40.5806,-73.957,4.35
40.7064,-74.0088,4.3
40.7574,-73.9681,4.4
40.7285,-73.979,4.65
40.786,-73.9703,4.3
40.7864,-73.9424,4.35
40.7739,-73.9511,4.4
40.834,-73.9399,4.2
40.7819,-73.9527,4.5
40.7594,-73.9593,4.2
40.7802,-73.9478,4.45
40.7804,-73.9553,4.25
40.8066,-73.9535,4.4
40.7426,-73.9808,4.45
40.7728,-73.9175,4.5
40.7749,-73.949,4.45
40.7462,-73.9757,4.4
40.7723,-73.951,4.4
40.7163,-73.9127,4.1
40.7515,-73.9401,4.3
40.7355,-74.0058,4.65
40.7967,-73.9683,4.2
40.7439,-73.9979,4.35
40.7027,-74.0129,4.4
40.7733,-73.9286,4.2
40.7374,-73.9904,4.4
40.7265,-73.9871,4.6
40.7472,-73.956,4.35
40.879,-73.9069,4.15
40.7816,-73.9475,4.4
40.8246,-73.9508,4.3
40.7114,-74.0163,4.35
40.678,-73.9909,4.35
40.7909,-73.9655,4.05
40.7401,-73.9887,4.3
40.7311,-73.9831,4.55
40.6892,-73.9127,4.4
40.7076,-74.0071,4.3
